lAboutText1	~1~ ~2~ (~3~ bits)
lDialogInvalidHotkey	Com a sua actual configuraÁ„o do teclado, a tecla de atalho "~1~" n„o pode usada como desencadeadora do menu emergente (erro de nome de tecla inv·lido).`n`nPor favor, abra a janela "Personalizar" do menu da Barra de notificaÁ„o e clique em "OpÁıes". Nesta caixa de di·logo, escolha outro atalho para "~2~".
lDialogInvalidHotkeyFavorite	Com a sua actual configuraÁ„o do teclado, a tecla de atalho "~1~" n„o pode usada como desencadeadora para este favorito (erro de nome de tecla inv·lido).`n`nPor favor, escolha outro atalho para o favorito "~2~" e localizaÁ„o "~3~".
lDialogKeyboard	Teclado
lDialogLaunchWith	Abrir com esta aplicaÁ„o
lDialogListApplicationLabel	Listar aplicaÁıes para:
lDialogListApplicationsDropdown	Listar Todas||Menu Janelas Actuais|Em execuÁ„o|Encerradas
lDialogListApplicationYesNo	[Sim] para Activar ou [N„o] para Fechar esta janela?
lDialogMaximized	Maximizado
lDialogMenuKey	Tecla de Menu
lDialogMenuNotMoveUnderItself	O menu "~1~" n„o pode ser movido para si prÛprio
lDialogMinimized	Minimizado
lDialogModifiedDate	Data de modificaÁ„o
lDialogMouse	Rato
lDialogMouseButtonsText	Bot„o Esquerdo do Rato|Bot„o do Meio do Rato|Bot„o Direito do Rato|Bot„o Especial 1|Bot„o Especial 2|Roda p/Cima|Roda p/Baixo|Roda p/Esq.|Roda p/Dir.|
lDialogMouseButtonsTextShort	Esquerdo|MÈdio|Direito|Especial 1|Especial 2|Roda p/ cima|Roda p/ baixo|Roda Esq.|Roda Dir.| 
lDialogMoveFavoritesTitle	Mover Favoritos - ~1~ ~2~
lDialogMoveFavoriteTitle	Mover Favorito - ~1~ ~2~
lDialogMoveSettingsFail	Ocorreu um erro ao copiar a pasta de definiÁıes.`n`nFoi cancelado o mover a pasta de definiÁıes.
lDialogMoveSettingsNotDefault	N„o pode mover a Pasta DefiniÁıes quando um ficheiro de definiÁıes alternativo estiver carregado.`n`nPor favor volte a carregar o ficheiro de definiÁıes padr„o e tente de novo.
lDialogMoveSettingsReload	O ~1~ necessita ser reiniciado...
lDialogMoveSettingsSuccess	Os ficheiros de definiÁıes foram copiados com Íxito.`n`nAntiga pasta:`n~1~`n`nNova pasta: `n~2~`n`nOs ficheiros da antiga pasta n„o foram eliminados. Elimine-os de for conveniente apÛs sair do ~3~.
lDialogMoveSettingsUnder	N„o pode mover a pasta de definiÁıes para si prÛpria. Escolha outro destino.
lDialogNA	n/d
lDialogNew	Nova
lDialogNone	Nenhum
lDialogNormal	Normal
lDialogOff	Desligado
lDialogOK	OK
lDialogOn	Ligado
lDialogOpenThisGroup	Abrir este grupo
lDialogOpenThisMenu	Abrir este menu
lDialogOptionsPathNotExist	Esta pasta n„o existe:`n~1~`n`nDeseja cri·-la?
lDialogOr	ou
lDialogPlaceholders	Ver <a href="~1~">p·gina de ajuda de espaÁos reservados</a>.
lDialogPlay	Reproduzir
lDialogQAPFeatureCategoriesNames	Destaque|Menus Din‚micos|EdiÁ„o do Menu QAP|Adicionar Favorito do Tipo|Gest„o de janelas|Recursos do Windows|Utilit·rios|Gest„o do QAP
lDialogQAPFeatureCategoriesNamesAll	Todos (ordem alfabÈtica)
lDialogQAPFeaturesHelpLink	Ajuda neste recurso
lDialogReadOnly	SÛ de leitura
lDialogRefresh	Actualizar
lDialogRemoveMultipleFavorites	Deseja mesmo remover ~1~ favoritos ou submenus?
lDialogResetQAPSpecialDefaultNames	Este comando ir· redefinir para o nome padr„o todas as Pastas Especiais e Favoritos QAP no seu menu em "~1~".`n`nContinuar?
lDialogSearch	Procurar
lDialogSelectIcon	Alterar Ìcone
lDialogSelectIconJL	Seleccionar em:
lDialogSelectIconNo	Sem Ìcone
lDialogSelectItemOneOrMore	Por favor, seleccione pelo menos um item.
lDialogSelectItemToEdit	Por favor, seleccione o item para editar.
lDialogSelectItemToMove	Por favor, seleccione o item para mover.
lDialogSelectItemToRemove	Por favor, seleccione o item para remover.
lDialogSettingsInvalid	Ficheiro de DefiniÁıes inv·lido.`n`nCertifique-se que o ficheiro de definiÁıes inclui as secÁıes ~1~ e ~2~.`n`nFicheiro: ~3~
lDialogSettingsNotSavedPrompt	A janela "Personalizar" est· aberta com alteraÁıes n„o guardadas. Essas alteraÁıes devem ser guardadas ou canceladas antes de executar acÁ„o seleccionada.`n`nDeseja:`n- "Guardar": guardar as alteraÁıes e executar a acÁ„o seleccionada`n- "Personalizar": cancelar a acÁ„o seleccionada e voltar ‡ janela "Personalizar"`n- "Cancelar": cancelar a acÁ„o seleccionada?
lDialogSettingsNotSavedTitle	~1~ - DefiniÁıes n„o guardadas
lDialogShift	Shift
lDialogShiftLeft	Shift Esquerda
lDialogShiftRight	Shift Direita
lDialogShiftShort	Shift
lDialogShortcut	Atalho
lDialogShortcuts	Teclas de Atalho
lDialogShortcutsDescription	Exibe uma caixa de di·logo com uma vista geral dos seus atalhos de teclado ou de rato. Pode ordenar os favoritos clicando no cabeÁalho.`n`nFaÁa duplo clique num atalho para alterar ou remover as teclas de atalho atribuÌdas.`n`nClique na caixa de selecÁ„o "Ver todos os favoritos" para atribuir teclas de atalho a outros favoritos.
lDialogSortBy	Ordenar por
lDialogSortOrder	OrdenaÁ„o
lDialogSoundLabel	Reproduzir este som ao carregar o favorito (<a href="~1~">~2~</a>)
lDialogSpecialFoldersCategoriesNames	B·sico|Utilizador Experiente|Admin. de Sistema|Conte˙dos|Hardware
lDialogState	Estado da Janela:
lDialogSubmenuNameEmpty	O nome do submenu est· em branco. Por favor, escolha um nome.
lDialogSubmenuParentMenu	Menu superior do submenu
lDialogSwitchSettings	Seleccione o ficheiro de DefiniÁıes a usar
lDialogTabNext	PrÛximo
lDialogThirdPartyDetected	O ~1~ detectou que ~2~ est· instalado no seu sistema.`n`nDeseja activar a integraÁ„o do ~2~?
lDialogTreeView	vista em ·rvore
lDialogTriggerFor	Desencadeador para:
lDialogUnavailableWithLiveFolders	(N„o disponÌvel para Pastas Live)
lDialogUseDefaultWindowPosition	Usar posiÁ„o padr„o da janela
lDialogWin	Windows
lDialogWindowMonitor	Monitor
lDialogWindowPosition	PosiÁ„o da janela:
lDialogWindowPositionDelay	Atraso
lDialogWindowPositionH	Altura
lDialogWindowPositionLeft	Esquerda
lDialogWindowPositionMayFail	Nota: por diversas razıes o QAP pode falhar em mover ou redimensionar algumas janelas.
lDialogWindowPositionRight	Direita
lDialogWindowPositionW	Largura
lDialogWindowPositionX	Esquerda
lDialogWindowPositionY	Superior
lDialogWindowsAppsList	Seleccione a App Windows desta lista de apps instalads no seu sistema
lDialogWindowsAppsListCustom	Identificador Windows App personalizado (Application User Model ID - AUMID)
lDialogWindowsAppsListError	N„o foi possÌvel actualizar a lista de Apps Windows. Ocorreu um erro durante a execuÁ„o do script PowerShell.
lDialogWindowsAppsListSuccess	A lista de Apps Windows foi actualizada.
lDialogWindowsFolderIconCreate	criar
lDialogWindowsFolderIconNoRoot	O Ìcone de pasta do Windows n„o pode ser definido no directÛrio raiz da unidade (~1~).
lDialogWindowsFolderIconPrompt	Este comando ir· ~1~ o ficheiro de sistema:`n~2~`n`nO Ìcone de pasta do Windows ser· definido para o Ìcone actualmente seleccionado para este favorito. Deseja continuar?
lDialogWindowsFolderIconPrompt2	Nota: Pode demorar 10-15 segundos ou atÈ um minuto atÈ o Windows exiba o Ìcone da nova pasta. 
lDialogWindowsFolderIconRemove	Remover o Ìcone de pasta do Windows
lDialogWindowsFolderIconRemoveFile	Este comando tambÈm pode ELIMINAR este ficheiro de sistema e restaurar a pasta para o seu estado padr„o:`n~1~`n`nDeseja ELIMINAR o ficheiro de sistema? 
lDialogWindowsFolderIconReset	O Ìcone da pasta ser· reposto para a sua imagem padr„o. `n`nDeseja continuar?
lDialogWindowsFolderIconSet	Definir o Ìcone de pasta Windows
lDialogWindowsFolderIconUpdate	actualizar
lDialogWinShort	Win
lDialogWorkingDirLabel	Iniciar em
lDonateButton	Patrocine este software
lDonateCheckPrompt	Bem-vindo a esta nova vers„o do ~1~?`n`nEsta È uma mensagem ⁄NICA que sÛ surge atÈ instalar uma nova vers„o.`n`nO ~1~ È n„o sÛ GR¡TIS, mas tambÈm ISENTO de publicidade desagrad·vel ou adware que pode ser portador de spyware ou malware.`n`n~2~ atÈ agora, ~1~ ajudou-o no seu trabalho di·rio. Que tal patrocinar este software agora?
lDonateCheckPrompt2	Nota: Aos utilizadores que gentilmente fizerem uma doaÁ„o de 5$ ou 5Ä ou mais (ou qualquer doaÁ„o mensal) ser· fornecido um C”DIGO DE PATROCINADOR que ir· PARAR ~1~.
lDonateCheckPrompt3	a exibiÁ„o desta mensagem
lDonateCheckPrompt4	a exibiÁ„o de lembretes de patrocÌnio
lDonateCheckPrompt5	e a exibiÁ„o de mensagem de patrocÌnio na janela "Personalizar"
lDonateCheckTitle	~1~ vezes! - ~2~
lDonateMenu	Patrocine este software!
lDonatePlatformComment1	Doe com cart„o de crÈdito (n„o È necess·rio criar uma conta) ou com a sua conta PayPal
lDonatePlatformComment2	Para patrocinadores Europeus
lDonatePlatformComment3	Para patrocinadores Canadianos
lDonatePlatformComment4	Em $US, Euros e $CAD
lDonatePlatformName1	Usando Paypal em US $
lDonatePlatformName2	Usando Paypal em Euros
lDonatePlatformName3	Usando Paypal em CAD $
lDonatePlatformName4	FaÁa doaÁıes mensais
lDonateReviewNameLeft1	Download.com
lDonateReviewNameLeft2	PortableFreeware.com
lDonateReviewNameLeft3	Softpedia.com
lDonateReviewNameRight1	BetaNews.com
lDonateReviewNameRight2	FileCluster.com
lDonateReviewNameRight3	Freewares && Tutos (FR)
lDonateText1	Patrocine o desenvolvimento do ~1~!
lDonateText2	<a href="~1~">PorquÍ patrocinar este software?</a>
lDonateText3	... e passe a palavra se gosta deste software!
lDonateText4	FaÁa uma avaliaÁ„o favor·vel do ~1~ em:
lDonateText5	Envie-me o seu link
lDonateThankyou	Obrigado ~1~ por patrocinar este software!
lDonateTitle	Patrocine este software! - ~1~ ~2~
lDOpusLayoutsName	Esquemas
lDOpusMenuName	Favoritos Directory Opus
lDopusMenuNameDescription	Para utilizadores do Directory Opus (DOpus), exibe um menu din√¢mico constru√≠do com as pastas adicionadas aos Favoritos DOpus. Se o DOpus foi seleccionado quando instalou o QAP, os Favoritos Directory Opus foram adicionados automaticamente ao seu menu.
lDopusMenuNameShowLayout	Exibir Esquemas nos menus ~1~
lGuiAbout	Acerca
lGuiAboutDescription	Exibe o desenvolvimento, traduÁıes e outros crÈditos, vers„o da aplicaÁ„o e runtime, licenÁa, nome do utilizador actual e do PC, ligaÁ„o para a p·gina de suporte.
lGuiAddFavorite	Adicionar
lGuiCancel	Cancelar
lGuiClose	Fechar
lGuiCopy	Copiar
lGuiDonate	Patrocine este software
lGuiDonateCodeInput	Introduza o seu cÛdigo de doador
lGuiDonateCodeInputDescription	Introduza o cÛdigo de doador e nome do patrocinador recebido por email apÛs fazer a doaÁ„o para patrocinar o desenvolvimento do Quick Access Popup.
lGuiDonateCodeInputDonorInvalid	CÛdigo de doador inv·lido.`n`nCertifique-se de que copia os valores exactamente como constam do seu email de patrocinador.
lGuiDonateCodeInputDonorLabel	Introduza o seu cÛdigo de 8 dÌgitos (C”DIGO DE DOADOR)
lGuiDonateCodeInputSponsorLabel	Introduza o seu nome (NOME DO PATROCINADOR)
lGuiDonateDescription	Exibe a caixa de di·logo "Patrocine este software".
lGuiDropFilesHelp	Ajuda Arrastar && Largar
lGuiDropFilesIncentive	Pode Arrastar & Largar os seguintes tipos de favoritos para a janela ~1~ :`n`n`t- ~2~`n`t- ~3~`n`t- ~4~
lGuiDropFilesIncentive2	Para ajud·-lo a arrastar um ou mais ficheiros, pode tornar a janela "Personalizar" "sempre visÌvel" clicando no Ìcone pin do lado esquerdo da janela.
lGuiEditFavorite	Editar
lGuiGroupClosing	Fechar janelas do Explorador
lGuiGroupRestoreDelay	Atraso entre os favoritos para restaurar:
lGuiGroupRestoreDelayMilliseconds	milisegundos
lGuiGroupRestoreSide	Exibir em que lado do ~1~?
lGuiGroupSaveAddWindowsLabel	Adicionar pastas a janelas existentes
lGuiGroupSaveReplaceWindowsLabel	Substituir pastas em janelas existentes
lGuiGroupSaveRestoreOption	Ao restaurar pastas neste grupo:
lGuiGroupSaveRestoreWith	Restaurar pastas com:
lGuiHelp	Ajuda
lGuiHelpDescription	Mostra a janela reduzida da "Ajuda" do QAP.
lGuiHotkeysHelp	Customize Janelas de Ajuda de Atalhos
lGuiHotkeysOpenParentMenu	Abrir menu superior
lGuiHotkeysOpenSubmenuOrEditFavorite	Abrir submenu ou editar favorito
lGuiHotkeysSelectContiguousItems	Seleccionar itens contÌguos
lGuiHotkeysSelectNextItem	Seleccionar item seguinte/anterior
lGuiHotkeysSelectNonContiguousItems	Seleccionar itens n„o-contÌguos
lGuiListApplicationsHeader	Õndice|ID|TÌtulo da janela|Nome do Processo|Caminho do Processo|W & H|MinMax|Style|ExStyle|UWP Hwnd|Nome Universal da AplicaÁ„o
lGuiLoginName	Nome de Utilizador
lGuiLvFavoritesHeader	Nome|Tipo|Tecla de Atalho|LocalizaÁ„o ou conte˙do
lGuiLvFavoritesHeaderFiltered	Nome|Menu|Tipo|Tecla de Atalho|LocalizaÁ„o ou conte˙do
lGuiMove	Mover
lGuiOptions	OpÁıes
lGuiOptionsDescription	Exibe a caixa de di·logo "OpÁıes" permitindo fazer o QAP trabalhar ‡ sua maneira.
lGuiPassword	Palavra-passe
lGuiPasswordNotEncripted	Nota: a palavra-passe N√O ser· encriptada ao ser enviada para a Internet.
lGuiQuickAddNewSnippet	este novo snippet
lGuiQuickAddSnippet	Adi√ß√£o R√°pida de Snippets
lGuiQuickAddSnippetDescription	Crie rapidamente um favorito Snippet e o seu desencadeador da cadeia na mesma caixa de di√°logo. Se a √Årea de Transfer√™ncias do Windows contiver texto, ele ser√° usado como valor padr√£o. Use a caixa de di√°logo normal "Editar Favorito" para definir op√ß√µes mais avan√ßadas.
lGuiQuickAddSnippetExample	Digite ~1~ num editor de texto para expandi-lo.
lGuiQuickAddSnippetExampleName	Exemplo de Snippet
lGuiQuickAddSnippetTitle	Adi√ß√£o R√°pida de Snippets - ~1~ ~2~
lGuiRemoveFavorite	Remover
lGuiResetDefault	Repor tecla de atalho padr„o
lGuiSave	Guardar
lGuiSaveAndClose	Guardar && Fechar
lGuiSaving	A guardar
lGuiSubmenuDropdownLabel	Menu ou grupo para editar:
lGuiTitle	Personalizar - ~1~ ~2~
lHelpMenuKnowledgeBase	Base de Conhecimento
lHelpMenuQuickStart	In√≠cio R√°pido
lHelpMenuSupportForum	F√≥rum de Suporte
lHelpTabAddingFavorite	Adicionar Favoritos
lHelpTabGettingStarted	Primeiros Passos
lHelpTabQAPFeatures	FunÁıes QAP
lHelpTabSharedMenus	Menus Partilhados
lHelpTabTipsAndTricks	Dicas e Truques
lHelpText11	Ao iniciar, o Quick Access Popup adiciona um Ìcone na ·rea de notificaÁ„o e aguarda as suas ordens. Quando desejar abrir PASTAS, DOCUMENTOS, APLICA«’ES, LIGA«’ES WEB, SITES FTP ou AMOSTRAS DE TEXTO, da sua preferÍncia, basta usar a tecla de atalho do QAP [~1~] ou [~2~] e, no menu emergente, seleccionar o favorito pretendido.
lHelpText12	Quando seleccionar uma PASTA favorita no Explorador do Windows ou uma caixa de di·logo de ficheiro*, o Quick Access Popup "navega" de imediato a janela actual para essa pasta! * Esta funÁ„o deve ser activada nas "OpÁıes", secÁ„o "Geral".
lHelpText13	Para forÁar a abertura da pasta numa nova janela, use as teclas de atalho Alternativas [~1~] ou [~2~]. No menu Alternativo, seleccione "Abrir em nova janela", em seguida, seleccione a pasta desejada. O menu Alternativo disponibiliza v·rias outras funcionalidades.
lHelpText14	Seleccione "Personalizar" para personalizar o seu menu do Quick Access Popup. Pode adicionar favoritos ao seu menu. Pode mover, renomear ou elimin·-los. TambÈm pode adicionar SUBMENUS, GRUPOS ou MENUS PARTILHADOS. Seleccione o "Menu ou grupo para editar:" na lista pendente. Clique em "Guardar" para manter as suas alteraÁıes.
lHelpText21	Para adicionar favoritos, clique no bot„o "Adicionar", na janela "Personalizar". Seleccione o tipo do novo favorito e veja as dicas no lado direito da janela. Click "Continue" to open the "Add Favorite" dialog box.
lHelpText22	Nos v·rios separadores da caixa de di·logo "Adicionar favorito", introduza as "DefiniÁıes B·sicas", "OpÁıes do Menu", "OpÁıes da Janela" e "DefiniÁıes AvanÁadas". Clique em "Adicionar" para inserir o favorito no seu menu e em "Guardar" na janela "Personalizar".
lHelpText23	ADICIONAR PASTA ACTIVA OU P¡GINA WEB`n`nPara ADICIONAR rapidamente uma nova PASTA ou P¡GINA WEB favoritas ao menu emergente:`n1) V· para uma pasta ou p·gina web usada frequentemente.`n2) Clique na tecla de atalho do QAP [~1~] ou [~2~], e escolha "Adicionar Pasta Activa ou p·gina Web"".`n3) DÍ um nome abreviado ao favorito, clique em "Adicionar", e depois em "Guardar" na janela "Personalizar".
lHelpText24	A janela "Personalizar" È aberta automaticamente ao iniciar o QAP. Se estiver satisfeito com o seu menu, pode manter esta janela fechada ao iniciar o QAP e abri-la apenas se necessitar de actualizar o seu menu. Seleccione as sua preferÍncias em "OpÁıes", secÁ„o "Janela Persovalizar".
lHelpText31	No menu "O Meu QAP B·sico":
lHelpText32	- Utilize os menus "Reabrir uma Pasta" ou "Reabrir a Pasta Actual em caixa de di·logo" para reabrir uma pasta anteriormente aberta na janela do Explorador.`n- Aceda aos ficheiros ou URLs na sua ¡rea de TransferÍncia com o menu "¡rea de TransferÍncia".`n- Clique no menu "Unidades" para ver a lista de unidades com o espaÁo de disco actual.
lHelpText33	PERSONALIZE O SEU MENU DE FUN«’ES QAP
lHelpText34	Pode mover os itens dos menus "A trabalhar" e "O Meu QAP B·sico" para o menu principal ou para outros submenus como preferir. Na janela "Personalizar", seleccione "Menu ou grupo para editar:" na lista pendente, edite a funÁ„o QAP para mover e, no separador "OpÁıes do Menu", seleccione o novo menu superior e posiÁ„o.
lHelpText35	No menu "A trabalhar", encontre os seus actuais conte˙dos:
lHelpText36	- Abra os menus "Pastas Frequentes" ou "Ficheiros Frequentes" para ver os seus conte˙dos usados frequentemente.`n- Escolha os menus "Pastas Recentes" ou "Ficheiros Recentes" para exibir uma lista actualizada do seu trabalho recente.`n- Seleccione o menu "Janelas Actuais" para mudar para qualquer outra janela em execuÁ„o do Explorador ou de um programa.
lHelpText41	- Utilize o Ìcone Quick Access Popup da ¡rea de notificaÁ„o (inferior direita do ecr„) de uma destas trÍs formas:`n1) Clique esquerdo no Ìcone para abrir o menu emergente do QAP`n2) Clique direito no Ìcone para abrir o menu de sistema do QAP.`n3) Duplo clique no Ìcone para abrir a janela "Personalizar".
lHelpText42	- Na ·rea de notificaÁ„o, clique com o bot„o direito do rato no Ìcone do Quick Access Popup e marque a opÁ„o "Executar no Arranque" para iniciar o Quick Access Popup automaticamente com o sistema.
lHelpText43	- Configure os seus desencadeadores do menu Quick Access Popup: escolha os seus botıes do rato preferidos ou atalhos de teclado. Na janela "Personalizar", seleccione o menu "OpÁıes, Teclas de atalho emergentes".
lHelpText44	- TambÈm nas "OpÁıes": escolha o seu idioma preferido, tamanho dos Ìcones do menu e cores das janelas. Seleccione o n˙mero de pastas recentes a exibir, adicione atalhos de teclado numÈricos ao menu das pastas ou lembretes de atalho. Fixe o menu emergente em determinada posiÁ„o ou mantenha a posiÁ„o da janela "Personalizar". E muito mais...
lHelpText45	- Utilizadores do Directory Opus, ver <a href="http://www.quickaccesspopup.com/how-to-i-enable-directory-opus-support-in-quick-access-popup/">esta p·gina</a> para mais informaÁıes.`n- Utilizadores do Total Commander, ver <a href="http://www.quickaccesspopup.com/how-do-i-enable-total-commander-support-in-quick-access-popup/">esta p·gina</a> para mais informaÁıes.`n- Utilizadores de outros gestores de ficheiros, ver <a href="http://www.quickaccesspopup.com/what-file-managers-are-supported-in-addition-to-windows-explorer/">esta p·gina</a> para mais informaÁıes no QAPconnect.
lHelpText51	Os menus partilhados permitem gerir os favoritos num ficheiro de definiÁıes que pode ser partilhado por v·rios utilizadores ou utilizado pelo mesmo utilizador em diferentes computadores. Existem trÍs tipos de menus partilhados:
lHelpText52	Os menus partilhados podem conter qualquer tipo de favoritos, excepto outros menus partilhados. O ficheiro de definiÁıes do menu partilhado pode ser guardado numa unidade de rede ou numa pasta partilhada (como o Dropbox) e usado em v·rios PCs. O QAP suporta trabalho colaborativo evitando conflitos de modificaÁıes.
lHelpText53	Para criar ou modificar um menu partilhado, na caixa de di·logo Adicionar Favorito, seleccione Menu Partilhado e pressione Continuar. Na localizaÁ„o do ficheiro de definiÁıes do menu partilhado, introduza o caminho e o nome do ficheiro de definiÁıes externo. A extens„o do ficheiro deve ser .ini. Se o ficheiro de definiÁıes j· existir, o seu conte˙do ser· adicionado ao menu emergente. Se n„o existir, ser· criado como um sub-menu vazio.
lHelpText54	Configure um Cat·logo de Menus Partilhados em OpÁıes (separador "Geral") para facilitar aos seus utilizadores a subscriÁ„o dos menus partilhados.
lHelpTextLead	O Quick Access Popup permite-lhe mover-se rapidamente entre as suas pastas de uso mais frequente, documentos, aplicaÁıes, p·ginas internet e muito mais!
lHelpTitle	Ajuda - ~1~ ~2~
lHotkeyRemindersRightAlign	Alinhar lembretes ‡ direita
lImpExpAborted	abortado
lImpExpAppend	Anexar
lImpExpCompleted	ConcluÌdo
lImpExpDestination	Destino
lImpExpExport	Exportar
lImpExpFavorites	favoritos
lImpExpFile	ficheiro ~1~
lImpExpFileGlobal	DefiniÁıes gerais e teclas de atalho do menu principal
lImpExpFileThemes	Temas
lImpExpFinalReport	Transferir ~1~.`n`nOrigem:`n~2~`n`nDestino:`n~3~
lImpExpImport	Importar
lImpExpMenu	DefiniÁıes de ImportaÁ„o/ExportaÁ„o
lImpExpMenuDescription	Exibe uma caixa de di·logo onde pode exportar os seus favoritos e outras definiÁıes para criar uma cÛpia de seguranÁa num local da sua escolha.`n`nTambÈm pode importar favoritos e definiÁıes de outro PC ou utilizador.
lImpExpNoThemes	Nenhuma lista de temas encontrada no valor "~1~" da secÁ„o "~2~".`n`nFicheiro de origem:`n~3~
lImpExpOptionAlternative	Teclas de atalhos dos menus alternativos
lImpExpOptionFavorites	Favoritos
lImpExpOrIdentical	(ou conte˙do idÍntico)
lImpExpReplaceAll	Substituir tudo
lImpExpReplaceFavorites	Existem favoritos no ficheiro de destino. O que pretende fazer?`n`n~1~
lImpExpReplaceSection	Substituir (SOBRESCREVER) a secÁ„o ~2~ no ficheiro existente?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Deseja reiniciar ~1~ e carregar j· as novas definiÁıes?
lImpExpSectionNotFound	Conte˙do n„o encontrado no ficheiro:`n`n~1~`n`nSecÁ„o: [~2~]`nDescriÁ„o: ~3~
lImpExpSelectFile	Por favor, seleccione ficheiro ~1~.
lImpExpSource	Origem
lImpExpTitle	DefiniÁıes de ImportaÁ„o / ExportaÁ„o - ~1~
lImpExpUnsavedSettings	Est· aberta uma janela de definiÁıes, possivelmente com alteraÁıes n„o guardadas.`n`nPor favor encerre antes de alternar, importar ou exportar definiÁıes.
lMainMenuName	Principal
lMenuAbout	Acerca
lMenuAddFavorite	Adicionar Favorito
lMenuAddFavoriteDescription	Exibe uma lista de tipos de favoritos onde pode seleccionar o tipo de favorito a adicionar.`n`nNa janela seguinte, pode introduzir :`n- um nome para o seu favorito`n- um conte˙do`n- v·rias definiÁıes como Ìcone, tecla de atalho, cadeia de substituiÁ„o, par‚metros, etc.`n`nDependendo do tipo de favorito seleccionado, o conte˙do do favorito pode ser uma pasta, documento ou atalho de ficheiro da aplicaÁ„o, ligaÁ„o internet, texto snippet, nome de sub-menu, etc.
lMenuAddFavoriteOfTypeDescription	Adicionar um favorito do tipo "~1~".`n`nNa caixa de di·logo "Adicionar Favorito", introduza :`n- um nome para o seu favorito`n- um conte˙do, dependendo do tipo de favorito seleccionado`n- v·rias definiÁıes como Ìcone, tecla de atalho, cadeia de substituiÁ„o, par‚metros.
lMenuAddThisFolder	Adicionar Pasta activa ou p·gina Web
lMenuAddThisFolderDescription	Adicione rapidamente ao seu menu a pasta actual ou p·gina web.`n`nPode adicionar pastas deste modo nas janelas do Explorer ou em janelas de caixa de di·logo de ficheiro. Pode adicionar ligaÁıes para p·ginas web a partir da maioria dos navegadores.`n`nNa caixa de di·logo "Adicionar favorito", confirme o nome para o seu favorito e introduza v·rias definiÁıes como Ìcone, tecla de atalho, cadeia de substituiÁ„o, par‚metros, etc.`n`nPor defeito esta funcionalidae est· incluÌda no menu principal.
lMenuAddThisFolderXpress	Adicionar Pasta Activa ou p·gina Web Expresso
lMenuAddThisFolderXpressDescription	Semelhante ¿ funcionalidade "Adicionar Pasta Activa ou p·gina Web" excepto que o novo favorito ser· automaticamente adicionado no inÌcio do menu Principal sem qualquer interrupÁ„o.`n`nSe necessitar alterar definiÁıes padr„o, pode clicar no bot„o "Editar" para alterar o nome, posiÁ„o ou v·rias definiÁıes dos favoritos.`n`nNas "OpÁıes", pode definir o novo favorito ser adicionado por defeito no fim do menu Principal.
lMenuAlternativeEditFavorite	Editar um Favorito
lMenuAlternativeNewWindow	Abrir em nova janela
lMenuAlternativeOpenContainingCurrent	Abrir a Pasta respectiva na Janela Actual
lMenuAlternativeOpenContainingNew	Abrir a Pasta respectiva numa Nova Janela
lMenuAlternativeRunAs	Executar como administrador
lMenuAppData	Dados de AplicaÁıes
lMenuCache	Cache
lMenuClipboard	¡rea de TransferÍncia
lMenuClipboardDescription	Exibe um menu din‚mico com o conte˙do actual da ·rea de transferÍncia do Windows.`n`nSe a ·rea de transferÍncia contiver atalhos de documentos, aplicaÁıes ou pastas, o QAP mostra esta lista no menu, permitindo-lhe abrir um documento, carregar uma aplicaÁ„o ou navegar para uma pasta encontrada na ·rea de transferÍncia.
lMenuClipboardEmpty	A ¡rea de TransferÍncias est· vazia
lMenuClipboardNoContent	N„o existem atalhos ou URLs na ¡rea de TransferÍncias
lMenuClipboardTooLarge	A ¡rea de TransferÍncias È demasiado grande para ser processada (m·x. ~1~ caracteres)
lMenuCloseAllWindows	Fechar todas as janelas
lMenuCloseAllWindowsDescription	Exibe uma lista das janelas actualmente abertas. Desmarque as janelas a manter e clique "Fechar Janelas Seleccionadas" para fechar as restantes. FaÁa duplo clique ou prima Enter para fechar uma janela ou ver os seus detalhes.
lMenuCloseThisMenu	Fechar este menu
lMenuCloseThisMenuDescription	Fecha o menu QAP se n„o estiver fechado, clicando no exterior do menu ou premindo a tecla Escape como faria normalmente.`n`nIsto est· relacionado com um problema intermitente (provavelmente provocado pelo Windows) impedindo que os utilizadores fechem o menu normalmente.
lMenuColumnBreak	coluna
lMenuCommonAppData	Dados de AplicaÁıes (comum)
lMenuCommonDesktop	Ambiente de Trabalho (comum)
lMenuCommonStartMenu	Menu Iniciar (comum)
lMenuCommonStartupMenu	Menu de Arranque (comum)
lMenuCookies	Cookies
lMenuCopyLocation	Copiar um Atalho ou URL dos Favoritos
lMenuCurrentFolders	Reabrir uma Pasta
lMenuCurrentFoldersDescription	Exibe um menu din‚mico mostrando as pastas j· abertas nas janelas do Windows Explorer e Directory Opus. Este menu È actualizado todas as vezes que abrir o menu QAP.`n`n… particularmente ˙til para reabrir uma Pasta quando estiver numa caixa de di·logo de ficheiro e quiser abrir um ficheiro numa pasta j· aberta noutra janela.  Veja tambÈm "Reabrir Pasta Actual em Caixa de Di·logo".
lMenuDesktop	Ambiente de Trabalho
lMenuDownloads	TransferÍncias
lMenuDrives	Unidades
