lAboutText1	~1~ ~2~ (~3~ bits)
lDialogIconsManageFavoriteName	Nome do favorito
lDialogIconsManageNext	PrÛximo
lDialogIconsManageParentMenu	Menu principal do favorito
lDialogIconsManagePrevious	Anterior
lDialogIconsManageSetDefaultIcon	Definir Ìcone padr„o
lDialogIconsManageTitle	Gerenciar Õcones - ~1~ ~2~
lDialogIconsSelectPrompt	Clique em um Ìcone para selecion·-lo.
lDialogIconsSelectTitle	Selecionar √çcone - ~1~ ~2~
lDialogInputExample	Input Exemplo
lDialogInputParameter	Par‚metro de entrada - ~1~
lDialogInvalidHotkey	Com o layout de teclado atual do sistema, a tecla de atalho "~1~" n„o pode ser usada como disparador para o menu popup (erro 'n„o È uma tecla v·lida').`n`nPor favor, abra a janela "Personalizar" pelo menu da ¡rea de NotificaÁ„o e clique em "OpÁıes". Nesta caixa de di·logo, escolha outro atalho para "~2~".
lDialogInvalidHotkeyFavorite	Com o layout atual do seu teclado, a tecla de atalho "~1~" n„o pode ser usada como disparador para este favorito (erro de nome inv·lido de tecla).`n`nPor favor, escolha outro atalho para o favorito "~2~" e local "~3~".
lDialogKeyboard	Teclado
lDialogLaunchWith	Iniciar com este aplicativo
lDialogListApplicationLabel	Listar aplicativos para:
lDialogListApplicationsDropdown	Listar Todos|Menu Atual do Windows|Aplicativos em ExecuÁ„o|Fechar Aplicativos
lDialogListApplicationYesNo	[Sim] para Ativar ou [N„o] para Fechar esta Janela?
lDialogMaximized	Maximizado
lDialogMenuKey	Tecla Menu
lDialogMenuNotMoveUnderItself	O menu "~1~" n„o pode ser movido abaixo de si mesmo
lDialogMinimized	Minimizado
lDialogModifiedDate	Data de modificaÁ„o
lDialogMouse	Mouse
lDialogMouseButtonsText	Bot„o Esquerdo do Mouse|Bot„o do Meio do Mouse|Bot„o Direito do Mouse|Bot„o Especial do Mouse 1|Bot„o Especial do Mouse 2|Roda para Cima|Roda para Baixo|Roda para Esquerda|Roda para Direita|
lDialogMouseButtonsTextShort	Mouse Esquerdo|Mouse Meio|Mouse Direito|Mouse Especial 1|Mouse Especial 2|Roda Acima|Roda Abaixo|Roda Esquerda|Roda Direita|
lDialogMoveFavoritesTitle	Mover Favoritos - ~1~ ~2~
lDialogMoveFavoriteTitle	Mover Favorito - ~1~ ~2~
lDialogMoveSettingsFail	Ocorreu um erro ao copiar a pasta de configuraÁıes.`n`nMover pasta de configuraÁıes cancelado.
lDialogMoveSettingsNotDefault	Voc√™ n√£o pode mover a Pasta Configura√ß√µes quando um arquivo de configura√ß√µes alternativo est√° carregado.`n`nPor favor, recarregue o arquivo de configura√ß√µes padr√£o e tente novamente.
lDialogMoveSettingsReload	O ~1~ precisa ser reiniciado...
lDialogMoveSettingsSuccess	Arquivos de configuraÁ„o copiados com sucesso.`n`nPasta antiga:`n~1~`n`nNova pasta: `n~2~`n`nOs arquivos na pasta antiga n„o foram excluÌdos. Exclua-os quando quiser apÛs fechar o ~3~.
lDialogMoveSettingsUnder	VocÍ n„o pode mover a pasta de configuraÁıes para ela mesma. Escolha outro destino.
lDialogNA	n/a
lDialogNew	Novo
lDialogNone	Nenhum
lDialogNormal	Normal
lDialogOff	Desligado
lDialogOK	OK
lDialogOn	Ligado
lDialogOpenThisGroup	Abrir este grupo
lDialogOpenThisMenu	Abrir este menu
lDialogOptionsPathNotExist	Esta pasta n„o existe:`n~1~`n`nVocÍ deseja cri·-la?
lDialogOr	ou
lDialogPlaceholders	Veja a <a href="~1~">p·gina de ajuda de espaÁos reservados</a>.
lDialogPlay	Tocar
lDialogQAPFeatureCategoriesNames	Destacado|Menus Din‚micos|EdiÁ„o de Menu do QAP|Adicionar Favorito do Tipo|Gerenciamento de janela|Recursos do Windows|Comandos para fechar o computador|V·rios Utilit·rios|Gerenciamento do QAP
lDialogQAPFeatureCategoriesNamesAll	Todas (ordem alfabÈtica)
lDialogQAPFeaturesHelpLink	Ajuda para este recurso
lDialogReadOnly	Somente leitura
lDialogRefresh	Atualizar
lDialogRemoveMultipleFavorites	Deseja realmente remover favoritos do ~1~ ou submenus?
lDialogResetQAPSpecialDefaultNames	Este comando redefine todos os favoritos das Pastas Especiais e Recursos do QAP no seu menus para seu nome padr„o em "~1~".`n`nContinuar?
lDialogSameLocartionExistsPrompt	O seguinte favoritoi possui o mesmo conte˙do:
lDialogSameLocartionExistsQuestion	VocÍ ainda quer salvar este favorito?
lDialogSearch	Pesquisar
lDialogSearchAllFavorites	Pesquisar Todos os Favoritos
lDialogSelectIcon	Alterar Ìcone
lDialogSelectIconJL	Selecionar em:
lDialogSelectIconNo	Sem Ìcone
lDialogSelectItemOneOrMore	Por favor, selecione pelo menos um item.
lDialogSelectItemToEdit	Por favor, selecione o item para editar.
lDialogSelectItemToMove	Por favor, selecione o item para mover.
lDialogSelectItemToRemove	Por favor, selecione o item para remover.
lDialogSettingsInvalid	Arquivo de ConfiguraÁıes inv·lido.`n`nCertifique-se de que o arquivo de ConfiguraÁıes inclui as seÁıes ~1~ e ~2~.`n`nArquivo: ~3~
lDialogSettingsNotSavedPrompt	A janela "Personalizar" est· aberta com alteraÁıes n„o salvas. Estas alteraÁıes devem ser salvas ou canceladas antes de executar a aÁ„o solicitada.`n`nVocÍ deseja:`n- "Salvar": salva suas alteraÁıes e prossegue com a aÁ„o solicitada`n- "Personalizar": cancela a aÁ„o solicitada e retorna para a janela "Personalizar"`n- "Cancelar": somente cancela  a aÁ„o solicitada?
lDialogSettingsNotSavedTitle	~1~ - ConfiguraÁıes n„o salvas
lDialogShift	Shift
lDialogShiftLeft	Shift Esquerdo
lDialogShiftRight	Shift Direito
lDialogShiftShort	Shift
lDialogShortcut	Atalho
lDialogShortcuts	Atalhos
lDialogShortcutsDescription	Exibe uma caixa de di·logo com a vis„o global dos seus atalhos de teclado ou mouse. VocÍ pode classificar os favoritos clicando no cabeÁalho.`n`nClique duplo em um atalho para alterar ou remover a tecla de atalho atribuÌda.`n`nClique na caixa de marcaÁ„o "Ver todos os favoritos" para atribuir atalhos para outros favoritos.
lDialogSortBy	ClassificaÁ„o
lDialogSortOrder	Ordem de classificaÁ„o
lDialogSoundLabel	Toca este som ao executar o favorito (<a href="~1~">~2~</a>)
lDialogSpecialFoldersCategoriesNames	B·sico|Usu·rio AvanÁado|Administrador do Sistema|Conte˙dos|Hardware
lDialogState	Estado daJanela
lDialogSubmenuNameEmpty	O nome do submenu est· vazio. Por favor, escolha um nome.
lDialogSubmenuParentMenu	Menu pai do submenu
lDialogSwitchSettings	Selecione o arquivo de ConfiguraÁıes para usar
lDialogTabNext	PrÛximo
lDialogThirdPartyDetected	O ~1~ detectou que o ~2~ est· instalado no sistema.`n`nDeseja habilitar a integraÁ„o do ~2~?
lDialogTreeView	visualizaÁ„o em ·rvore
lDialogTriggerFor	Disparador para:
lDialogUnavailableWithLiveFolders	(IndisponÌvel para Pastas Ativas)
lDialogUseDefaultWindowPosition	Usar posiÁ„o padr„o da janela
lDialogWin	Windows
lDialogWindowMonitor	Monitor
lDialogWindowPosition	PosiÁ„o da janela
lDialogWindowPositionDelay	Atraso
lDialogWindowPositionH	Altura
lDialogWindowPositionLeft	Esquerda
lDialogWindowPositionMayFail	Nota: por v·rias razıes o QAP pode falhar ao mover ou redimensionar algumas janelas.
lDialogWindowPositionRight	Direita
lDialogWindowPositionW	Largura
lDialogWindowPositionX	Esquerda
lDialogWindowPositionY	Superior
lDialogWindowsAppsList	Selecione o Aplicativo do Windows a partir da lista de aplicativos instalados em seu sistema
lDialogWindowsAppsListCustom	Identificador Personalizado de APlicativo de Windows (ID de Modelo de Aplicativo do Usu·rio - AUMID)
lDialogWindowsAppsListError	A lista de Aplicativos do Windows n„o pÙde ser atualizada. Ocorreu um erro durante a execuÁ„o do script do PowerShell.
lDialogWindowsAppsListSuccess	A lista de Aplicativos do Windows foi atualizada.
lDialogWindowsFolderIconCreate	criar
lDialogWindowsFolderIconNoRoot	O Ìcone da pasta do n„o pode ser definido  na pasta raiz da unidade (~1~).
lDialogWindowsFolderIconPrompt	Este comando ir· ~1~ o arquivo do sistema:`n~2~`n`nO Ìcone da pasta do Windows ser· definido como o Ìcone atualmente selecionado para seu favorito. Deseja continuar?
lDialogWindowsFolderIconPrompt2	Nota: Pode levar de 10-15 segundos ou atÈ 1 minuto antes do Windows exibir o novo Ìcone da pasta.
lDialogWindowsFolderIconRemove	Remover Ìcone da pasta do Windows
lDialogWindowsFolderIconRemoveFile	Este comando tambÈm pode EXCLUIR este arquivo do sistema e restaurar a pasta para seu estado padr„o:`n~1~`n`nDeseja EXCUIR o arquivo do sistema? 
lDialogWindowsFolderIconReset	O Ìcone da pasta ser· restaurado para a imagem padr„o.`n`nDeseja continuar?
lDialogWindowsFolderIconSet	Definir Ìcone da pasta do Windows
lDialogWindowsFolderIconUpdate	atualizar
lDialogWinShort	Win
lDialogWorkingDirLabel	Iniciar em
lDonateButton	Patrocine este software
lDonateCheckPrompt	Bem-vindo ‡ nova vers„o do ~1~?`nEsta mensagem È exibida UMA VEZ atÈ instalar uma vers„o mais recente.`nO ~1~ n„o È somente GRATUITO, mas tambÈm LIVRE de publicidade desagrad·vel ou adware, que vocÍ nunca sabe se carrega spyware ou malware.`n`nAtÈ agora, por ~2~ vezes o ~1~ lhe ajudou no seu trabalho di·rio. Que tal ¥patrocinar este software?
lDonateCheckPrompt2	Nota: Os usu·rios que gentilmente fazerem uma doaÁ„o mÌnima de $5 ou Ä5 ou mais (ou qualquer doaÁ„o mensal) receber„o um C”DIGO DE PATRONINADOR que far· PARAR de ~1~.
lDonateCheckPrompt3	exibir esta mensagem
lDonateCheckPrompt4	exibir lembretes de patrocÌnio
lDonateCheckPrompt5	e exibir mensagem de patrocÌnio na janela "Personalizar"
lDonateCheckTitle	~1~ vezes! - ~2~
lDonateMenu	Patrocine este software!
lDonatePlatformComment1	Doe com seu cart„o de crÈdito (n„o È necess·rio uma conta) ou sua conta PayPal
lDonatePlatformComment2	Para patrocinadores da Europa
lDonatePlatformComment3	Para patrocinadores do Canad·
lDonatePlatformComment4	Em US $, Euros e CAD $
lDonatePlatformName1	Usando Paypal em DÛlar Americano
lDonatePlatformName2	Usando Paypal em Euro
lDonatePlatformName3	Usando Paypal em DÛlar Canadense
lDonatePlatformName4	Fazer doaÁıes mensais
lDonateReviewNameLeft1	Download.com
lDonateReviewNameLeft2	PortableFreeware.com
lDonateReviewNameLeft3	Softpedia.com
lDonateReviewNameRight1	BetaNews.com
lDonateReviewNameRight2	FileCluster.com
lDonateReviewNameRight3	Freewares && Tutos (FR)
lDonateText1	Patrocine o desenvolvimento do ~1~!
lDonateText2	<a href="~1~">Por que patrocinar este software?</a>
lDonateText3	... e compartilhe se vocÍ gosta deste software!
lDonateText4	DÍ uma crÌtica favor·vel para o ~1~ em:
lDonateText5	Envie-me seu link
lDonateThankyou	Obrigado ~1~ por patrocinar este software!
lDonateTitle	Patrocine este software! - ~1~ ~2~
lDOpusLayoutsName	Esquemas
lDOpusMenuName	Favoritos do Directory Opus
lDopusMenuNameDescription	Para usu·rios do Directory Opus (DOpus), exibe um menu din‚mico criado com as pastas adicionadas aos Favoritos do DOpus. Se o DOpus foi selecionado quando vocÍ instalou o QAP, os Favoritos do Directory Opus foram automaticamente adicionados ao seu menu.
lDopusMenuNameShowLayout	Exibir Esquemas nos menus ~1~
lGuiAbout	Sobre
lGuiAboutDescription	Exibe o desenvolvimento, traduÁ„o e outros crÈditos, n˙meros da vers„o do aplicativo e tempo de execuÁ„o, licenÁa, nome do usu·rio atual e PC, link para o site de suporte.
lGuiAddFavorite	Adicionar
lGuiCancel	Cancelar
lGuiClose	Fechar
lGuiCopy	Copiar
lGuiDonate	Patrocine este software
lGuiDonateCodeInput	Entre seu cÛdigo de doaÁ„o
lGuiDonateCodeInputDescription	Entre o cÛdigo de doaÁ„o e nome do patrocinador recebido por e-mail apÛs fazer uma doaÁ„o para patrocinar o desenvolvimento do Quick Access Popup.
lGuiDonateCodeInputDonorInvalid	CÛdigo de doador inv·lido.`n`nCertifique-se de copiar os valores exatamente como est„o no seu e-mail de patrocinador.
lGuiDonateCodeInputDonorLabel	Entre o cÛdigo de 8 dÌgitos (C”DIGO DE DOA«√O)
lGuiDonateCodeInputSponsorLabel	Entre seu nome (NOME DO PATROCINADOR)
lGuiDonateDescription	Exibe a caixa de di·logo "Patrocine este software".
lGuiDropFilesHelp	Ajuda Arrastar && Soltar
lGuiDropFilesIncentive	VocÍ pode arrastar & soltar os seguintes tipos de favoritos na janela do ~1~:`n`n`t- ~2~`n`t- ~3~`n`t- ~4~
lGuiDropFilesIncentive2	Para lhe ajudar a arrastar um ou mais arquivos, vocÍ pode fazer com que a janela "Personalizar" fique "sempre no topo", clicando no Ìcone de fixar do lado esquerdo da janela.
lGuiEditFavorite	Editar
lGuiGroupClosing	Fechando janelas do Explorer
lGuiGroupRestoreDelay	Atraso entre a restauraÁ„o de favoritos
lGuiGroupRestoreDelayMilliseconds	millisegundos
lGuiGroupRestoreSide	Exibir em qual lado de ~1~?
lGuiGroupSaveAddWindowsLabel	Adicionar pastas a janelas existentes
lGuiGroupSaveReplaceWindowsLabel	Substituir pastas nas janelas existentes
lGuiGroupSaveRestoreOption	Ao restaurar pastas neste grupo:
lGuiGroupSaveRestoreWith	Restaurar pastas com:
lGuiHelp	Ajuda
lGuiHelpDescription	Exibe a janela de "Ajuda" curta do QAP.
lGuiHotkeysHelp	Ajuda para Personalizar Atalhos de Janela
lGuiHotkeysOpenParentMenu	Abrir menu pai
lGuiHotkeysOpenSubmenuOrEditFavorite	Abrir submenu ou editar favorito
lGuiHotkeysSelectContiguousItems	Selecionar itens contÌguos
lGuiHotkeysSelectNextItem	Selecionar item anterior/prÛximo
lGuiHotkeysSelectNonContiguousItems	Selecionar itens n„o-contÌguos
lGuiListApplicationsHeader	Õndice|ID|TÌtulo da janela|Nome do Processo|Caminho do Processo|L & A|MÌn-M·x|Estilo|ExStyle|UWP Hwnd|Nome do Aplicativo Universal
lGuiLoginName	Nome de login
lGuiLvFavoritesHeader	Nome|Tipo|Tecla de Atalho|Local ou conte˙do
lGuiLvFavoritesHeaderFiltered	Nome|Menu|Tipo|Tecla de atalho|Local ou conte˙do
lGuiLvFavoritesHeaderFilteredDates	⁄ltima ModificaÁ„o|CriaÁ„o
lGuiLvFavoritesHeaderFilteredStats	⁄ltimo Uso|Uso
lGuiMove	Mover
lGuiOptions	OpÁıes
lGuiOptionsDescription	Exibe a caixa de di·logo "OpÁıes" para fazer o QAP funcionar do jeito que quiser.
lGuiPassword	Senha
lGuiPasswordNotEncripted	Nota: a senha N√O ser· criptografada ao ser enviada pela Internet.
lGuiQuickAddNewSnippet	este novo recorte
lGuiQuickAddSnippet	Adicionar Recorte R√°pido
lGuiQuickAddSnippetDescription	Cria rapidamente um Recorte favorito e seu disparador de Texto de Substitui√ß√£o na mesma caixa de di√°logo. Se a √Årea de Transfer√™ncia do Windows conter texto, ele ser√° usado nos valores padr√£o. Use a caixa de di√°logo "Editar Favorito" regular para definir mais op√ß√µes avan√ßadas.
lGuiQuickAddSnippetExample	Digite ~1~ no editor de texto para expandi-lo.
lGuiQuickAddSnippetExampleName	Exemplo de Recorte
lGuiQuickAddSnippetTitle	Adicionar Recorte R√°pido - ~1~ ~2~
lGuiRemoveFavorite	Remover
lGuiResetDefault	Redefinir tecla de atalho padr„o
lGuiSave	Salvar
lGuiSaveAndClose	Salvar && Fechar
lGuiSaving	Salvando
lGuiSubmenuDropdownLabel	Menu ou grupo para editar:
lGuiTitle	Personalizar - ~1~ ~2~
lHelpMenuKnowledgeBase	Base de Conhecimento
lHelpMenuQuickStart	In√≠cio R√°pido
lHelpMenuSupportForum	F√≥rum de Suporte
lHelpTabAddingFavorite	Adicionando Favoritos
lHelpTabGettingStarted	ComeÁando
lHelpTabQAPFeatures	Recursos do QAP
lHelpTabSharedMenus	Menus Compartilhados
lHelpTabTipsAndTricks	Dicas e Truques
lHelpText11	Ao ser iniciado, o Quick Access Popup adiciona um Ìcone na ¡rea de NotificaÁ„o e aguarda pelos comandos. Quando vocÍ quiser iniciar uma das suas PASTAS, DOCUMENTOS, APLICATIVOS, LINKS DA WEB, SITE FTP ou RECORTE preferidas, aperte a tecla de atalho do QAP [~1~] ou [~2~] e, no menu popup, selecione o favorito desejado.
lHelpText12	Quando vocÍ selecionar uma PASTA favorita no Windows Explorer ou uma caixa de di·logo de arquivo*, o Quick Access Popup instantaneamente "navega" para a janela atual atÈ esta pasta! *Este recurso deve ser ativado em "OpÁıes", seÁ„o "Geral".
lHelpText13	Para forÁar a abertura da pasta em uma nova janela, aperte as teclas de atalho Alternativas [~1~] ou [~2~]. No menu Alternativo, selecione "Abrir em uma nova janela", ent„o selecione a pasta desejada. O menu Alternativo oferece v·rias outras funÁıes.
lHelpText14	Escolha "Personalizar" para fazer o menu do Quick Access Popup funcionar do jeito que vocÍ quiser. VocÍ pode adicionar favoritos em seu menu. VocÍ pode mover, renomear ou excluir favoritos. TambÈm pode adicionar SUBMENUS, GRUPOS ou MENUS COMPARTILHADOS. Escolha "Menu ou grupo para editar:" na lista suspensa. Clique "Salvar" para manter suas alteraÁıes. 
lHelpText21	Para adicionar favoritos, na janela "Personalizar", clique no bot„o "Adicionar". Selecione o tipo do novo favorito e veja as dicas no lado direito da janela. Clique "Continuar" para abrir a caixa de di·logo "Adicionar Favorito".
lHelpText22	Nas v·rias abas da caixa de di·logo "Adicionar favorito", entre "ConfiguraÁıes B·sicas", "OpÁıes de Menu", "OpÁıes da Janela" e "ConfiguraÁıes AvanÁadas". Clique "Adicionar" para inserir o favorito no seu menu e "Salvar" na janela "Personalizar".
lHelpText23	ADICIONAR PASTA ATIVA OU P¡GINA DA WEB`n`nPara ADICIONAR rapidamente uma nova PASTA ou P¡GINA DA WEB favorita ao menu popup:`n1) V· atÈ uma pasta ou p·gina da web usada com frequÍncia.`n2) Clique na tecla de atalho do QAP [~1~] ou [~2~] e escolha "Adicionar Pasta Ativa ou P·gina da Web".`n3) DÍ um nome curto para a pasta, clique "Adicionar", ent„o "Salvar" na janela "Personalizar".
lHelpText24	A janela "Personalizar" È aberta automaticamente ao inicializar o QAP. Quando estiver satisfeito com o seu menu, vocÍ pode manter esta janela fechada ao iniciar o QAP e abri-la somente quando precisar atualizar seu menu. Selecione sua preferÍncia em "OpÁıes", seÁ„o "Janela Personalizar".
lHelpText31	No menu "Meus Essenciais do QAP":
lHelpText32	- Use os menus "Reabrir Pasta" ou "Reabrir Pasta Atual na Caixa de Di·logo" para reabrir uma das pastas j· abertas em uma janela do Explorer.`n- Acesse os arquivos ou URLs em sua ¡rea de TransferÍncia pelo menu "¡rea de TransferÍncia".`n- Clique no menu "Discos" para ver a lista de unidades com o espaÁo em disco atual.
lHelpText33	PERSONALIZE O MENU DE RECURSOS DO QAP
lHelpText34	VocÍ pode mover os itens do menu "No Trabalho" e "Meus Essenciais do QAP" para o menu principal ou outros submenus como desejar. Na janela "Personalizar", selecione o "Menu ou grupo para editar:" na lista suspensa, edite o recurso QAP para mover e, na aba "OpÁıes do Menu", selecione o novo menu pai e posiÁ„o. 
lHelpText35	No menu "No Trabalho", encontre seu conte˙do atual:
lHelpText36	- Abra os menus "Pastas Frequentes" ou "Arquivos Frequentes" para ver o conte˙do usado com maior frequÍncia.`n- Escolha os menus "Pastas Recentes" ou "Arquivos Recentes" para exibir uma lista atualizada do seu trabalho recente.`n- Clique no menu "Janelas Atuais" para alternar para qualquer outra janela do Explorer ou aplicativo em execuÁ„o.
lHelpText41	- Use o Ìcone do Quick Access Popup no menu da ¡rea de NotificaÁ„o (canto inferior direito da tela do Windows) em uma destas 3 maneiras:`n1) Clique esquerdo no Ìcone para abrir o menu popup do QAP`n2) Clique direito no Ìcone para abir o menu de sistema do QAP.`n3) Clique duplo no Ìcone para abrir a janela "Personalizar".
lHelpText42	- No menu da ¡rea de NotificaÁ„o, clique direito no Ìcone do Quick Access Popup e marque a opÁ„o "Executar na InicializaÁ„o" para iniciar o Quick Access Popup automaticamente com o Windows.
lHelpText43	- Configure os disparadores de menu do Quick Access Popup: escolha os botıes preferidos do mouse ou atalhos de teclado. Na janela "Personalizar", escolha o menu "OpÁıes, Atalhos de Teclado Popup".
lHelpText44	- TambÈm em "OpÁıes": escolha o idioma preferido, tamanho dos Ìcones do menu ou cores das janelas. Selecione o n˙mero de pastas recentes para exibir, adicione atalhos numÈricos do teclado ao menu de pastas ou lembretes de atalhos. Fixe o menu popup em uma posiÁ„o ou lembre a posiÁ„o da janela "Personalizar". E muito mais...
lHelpText45	- Usu·rios do Directory Opus, veja <a href="http://www.quickaccesspopup.com/how-to-i-enable-directory-opus-support-in-quick-access-popup/">esta p·gina</a> para informaÁıes adicionais.`n- Usu·rios do Total Commander, veja <a href="http://www.quickaccesspopup.com/how-do-i-enable-total-commander-support-in-quick-access-popup/">esta p·gina</a> para informaÁıes adicionais.`n- Usu·rios de outros gerenciadores de arquivos, vejam <ahref="http://www.quickaccesspopup.com/what-file-managers-are-supported-in-addition-to-windows-explorer/">esta p·gina</a> para informaÁıes adicionais em QAPconnect.
lHelpText51	Os menus compartilhados permitem gerenciar os favoritos em um arquivo de configuraÁ„o que pode ser compartilhado por usu·rios diferentes ou usado pelo mesmo usu·rio em computadores diferentes. H· 3 tipos de menus Compartilhados:
lHelpText52	Os menus Compartilhados podem conter quaisquer tipos de favoritos, exceto outros menus Compartilhados. O arquivo de configuraÁıes do menu Compartilhado pode ser salvo em uma unidade de rede ou uma pasta compartilhada (como o Dropbox) e usado em PCs diferentes. O QAP suporta totalmente o trabalho colaborativo evitando conflitos de modificaÁ„o.
lHelpText53	Para criar ou adicionar um menu compartilhado, na caixa de di·logo Adicionar Favorito, selecione Menu Compartilhado e pressione Continuar. No local do arquivo de configuraÁıes do menu Compartilhado, entre o caminho e o nome do arquivo de configuraÁıes externo. A extens„o do arquivo deve ser .ini. Se o arquivo de configuraÁıes j· existir, o seu conte˙do ser· adicionado em seu menu popup. Se ele n„o existir, ele ser· criado como um submenu em branco.
lHelpText54	Configure um Cat·logo de Menus Compartilhados em OpÁıes (aba "Geral") para tornar mais f·cil para seus usu·rios inscreverem-se em menus Compartilhados.
lHelpTextLead	O Quick Access Popup lhe permite mover rapidamente entre suas pastas, documentos e p·ginas da web mais usadas com frequÍncia!
lHelpTitle	Ajuda - ~1~ ~2~
lHotkeyRemindersRightAlign	Alinhar lembretes ‡ direita
lImpExpAborted	abortado
lImpExpAppend	Anexar
lImpExpCompleted	concluÌdo
lImpExpDestination	Destino
lImpExpExport	Exportar
lImpExpFavorites	favoritos
lImpExpFile	Arquivo ~1~
lImpExpFileGlobal	ConfiguraÁıes globais e atalhos do menu principal
lImpExpFileThemes	Temas
lImpExpFinalReport	Transferir ~1~.`n`nOrigem:`n~2~`n`nDestino:`n~3~
lImpExpImport	Importar
lImpExpMenu	Importar/Exportar ConfiguraÁıes
lImpExpMenuDescription	Exibe uma caixa de di·logo onde vocÍ pode exportar os seus favoritos e outras configuraÁıes para criar um backup em um local da sua escolha.`n`nVocÍ tambÈm pode importar favoritos e configuraÁıes a partir de outro PC ou usu·rio.
lImpExpNoThemes	Nenhuma lista de temas encontrado no valor "~1~" da seÁ„o "~2~".`n`nArquivo de origem:`n~3~
lImpExpOptionAlternative	Atalhos dos menus alternativos
lImpExpOptionFavorites	Favoritos
lImpExpOrIdentical	(ou conte˙do idÍntico)
lImpExpReplaceAll	Substituir todos
lImpExpReplaceFavorites	H· favoritos no arquivo de destino. O que vocÍ deseja fazer?`n`n~1~
lImpExpReplaceSection	Substituir (SOBRESCREVER) a seÁ„o ~2~ no arquivo existente?`n`n~1~`n`n[~2~]`n~3~
lImpExpRestartApp	Deseja reiniciar o ~1~ e carregar as novas configuraÁıes agora?
lImpExpSectionNotFound	Conte˙do n„o encontrado no arquivo:`n`n~1~`n`nSeÁ„o: [~2~]`nDescriÁ„o: ~3~
lImpExpSelectFile	Por favor, selecione o arquivo ~1~.
lImpExpSource	Origem
lImpExpTitle	Importar / Exportar ConfiguraÁıes
lImpExpUnsavedSettings	Uma janela de configuraÁıes est· aberta, possivelmente com alteraÁıes n„o salvas.`n`nPor favor, feche a janela de configuraÁıes antes de alterar, importar ou exportar configuraÁıes.
lMainMenuName	Principal
lMenuAbout	Sobre
lMenuAddFavorite	Adicionar Favorito
lMenuAddFavoriteDescription	Exibe uma lista de tipos de favoritos onde vocÍ seleciona o tipo de favorito para adicionar.`n`nNa prÛxima janela, vocÍ entra :`n- um nome para o seu favorito`n- um conte˙do`n- v·rias configuraÁıes, como Ìcone, atalho, string de substituiÁ„o, par‚metros, etc.`n`nDependendo do tipo de favorito selecionado, o conte˙do do favorito pode ser uma pasta, documento ou caminho do arquivo do aplicativo, link da web, texto recortado, nome do submenu, etc.
lMenuAddFavoriteOfTypeDescription	Adiciona um favorito do tipo "~1~".`n`nNa caixa de di·logo "Adicionar Favorito", entre :`n- um nome para o seu favorito`n- um conte˙do, dependendo do tipo de favorito selecionado`n- v·rias configuraÁıes, como Ìcone, atalho, string de substituiÁ„o, par‚metros, etc.
lMenuAddThisFolder	Adicionar Pasta Ativa ou P·gina da Web
lMenuAddThisFolderDescription	Adiciona rapidamente ao seu menu a pasta ou p·gina da web ativa.`n`nVocÍ pode adicionar pastas desta maneira nas janelas do Explorer ou nas caixas de di·logo de arquivo. VocÍ pode adicionar links para p·ginas da web a partir da maioria dos navegadores.`n`nNa caixa de di·logo "Adicionar favorito", confirme o nome do seu favorito e entre v·rias configuraÁıes, como Ìcone, atalho, string de substituiÁ„o, par‚metros, etc.`n`nPor padr„o, este recurso È incluÌdo no menu Principal.
lMenuAddThisFolderXpress	Adicionar Pasta Ativa ou P·gina da Web Expressa
lMenuAddThisFolderXpressDescription	Similar ao recurso "Adicionar Pasta Ativa ou P·gina da Web", exceto que o novo favorito ser· automaticamente adicionado ao inÌcio do menu Principal sem nenhuma interrupÁ„o.`n`nSe vocÍ precisar alterar as configuraÁıes padr„o, vocÍ pode clicar no bot„o "Editar" para mudar o nome, posiÁ„o ou v·rias configuraÁıes dos favoritos.`n`nEm "OpÁıes", vocÍ pode definir o novo favorito para ser adicionado por padr„o no final do menu Principal.
lMenuAlternativeEditFavorite	Editar um Favorito
lMenuAlternativeNewWindow	Abrir em uma nova janela
lMenuAlternativeOpenContainingCurrent	Abrir Pasta na Janela Atual
lMenuAlternativeOpenContainingNew	Abrir Pasta em uma Nova Janela
lMenuAlternativeRunAs	Executar como Administrador
lMenuAppData	Dados de Aplicativos
lMenuCache	Cache
lMenuClipboard	¡rea de TransferÍncia
lMenuClipboardDescription	Exibe um menu din‚mico com o conte˙do atual da ¡rea de TransferÍncia do Windows.`n`nSe a ¡rea de TransferÍncia contiver o caminho para documentos, aplicativos ou pastas, o QAP mostra esta lista no menu, permitindo a vocÍ abrir um documento, iniciar um aplicativo ou navegar atÈ uma pasta encontrada na ¡rea de TransferÍncia.
lMenuClipboardEmpty	A ¡rea de TransferÍncia est· vazia
lMenuClipboardNoContent	Nenhum caminho ou URL na ¡rea de TransferÍncia
lMenuClipboardTooLarge	¡rea de TransferÍncia muito grande para ser processada (m·x. ~1~ caract.)
lMenuCloseAllWindows	Fechar todas as janelas
lMenuCloseAllWindowsDescription	Exibe uma lista de janelas atualmente abertas. Desmarque estas para manter e clique "Fechar janelas selecionadas" para fechar as outras janelas. Clique duplo ou pressione Enter para fechar uma janela ou ver seus detalhes.
lMenuCloseThisMenu	Fechar este menu
lMenuCloseThisMenuDescription	Fecha o menu do QAP se este n„o È fechado clicando fora do menu ou pressionando a tecla ESC como normalmente È feito.`n`nIsto est· relacionado a um problema intermitente (provavelmente causado pelo Windows) prevenindo que os usu·rios fechem o menu normalmente.
